,Date,Public Transport Route,Station,Weather Condition,Time of Day,Delay Due to Weather (minutes),Temperature (°C),Rainfall (mm),Wind Speed (km/h),Humidity (%)
14530,2020-07-25 20:00:00,Train,London Bridge,Rain,Off-Peak,5,33,9,37,69
14531,2020-07-25 21:00:00,DLR,Stratford,Rain,Off-Peak,5,25,31,13,46
14532,2020-07-25 22:00:00,DLR,Shadwell,Fog,Off-Peak,30,-1,20,12,73
14533,2020-07-25 23:00:00,Tube,Oxford Circus,Clear,Off-Peak,10,29,22,39,72
14534,2020-07-26 00:00:00,Bus,King's Cross,Ice,Off-Peak,45,8,26,23,66
14535,2020-07-26 01:00:00,DLR,Tower Gateway,Fog,Off-Peak,30,30,24,38,62
14536,2020-07-26 02:00:00,Tram,Beckenham Junction,Rain,Rush Hour,20,21,6,13,79
14537,2020-07-26 03:00:00,Tram,South Wimbledon,Snow,Rush Hour,35,18,41,7,55
14538,2020-07-26 04:00:00,Tram,South Wimbledon,Snow,Rush Hour,35,34,34,11,82
14539,2020-07-26 05:00:00,DLR,Canary Wharf,Wind,Off-Peak,10,23,1,30,62
14540,2020-07-26 06:00:00,DLR,Bank,Wind,Off-Peak,20,16,27,33,64
14541,2020-07-26 07:00:00,Tube,Leicester Square,Fog,Off-Peak,40,2,6,35,46
14542,2020-07-26 08:00:00,Tube,Piccadilly Circus,Rain,Off-Peak,15,9,41,20,78
14543,2020-07-26 09:00:00,Tram,South Wimbledon,Wind,Off-Peak,15,-1,39,3,91
14544,2020-07-26 10:00:00,No Service,Addiscombe,Clear,Off-Peak,0,-2,11,10,41
14545,2020-07-26 11:00:00,No Service,Green Park,Snow,Off-Peak,20,5,16,36,64
14547,2020-07-26 12:00:00,No Service,East Croydon,Fog,Off-Peak,30,12,21,40,84
14548,2020-07-26 13:00:00,No Service,Waterloo,Fog,Off-Peak,40,24,8,6,75
14549,2020-07-26 14:00:00,Tram,East Croydon,Snow,Off-Peak,25,9,2,11,53
14550,2020-07-26 15:00:00,DLR,Bank,Rain,Off-Peak,15,0,21,4,80
14551,2020-07-26 16:00:00,Tube,Green Park,Fog,Rush Hour,50,10,35,2,57
14552,2020-07-26 17:00:00,DLR,Shadwell,Snow,Rush Hour,25,34,38,31,43
14553,2020-07-26 18:00:00,DLR,Tower Gateway,Clear,Rush Hour,10,3,17,39,53
14554,2020-07-26 19:00:00,DLR,Tower Gateway,Ice,Off-Peak,35,28,16,34,92
14555,2020-07-26 20:00:00,Tube,Piccadilly Circus,Fog,Off-Peak,50,21,26,35,70
14556,2020-07-26 21:00:00,Tram,New Addington,Fog,Off-Peak,40,7,34,11,61
14557,2020-07-26 22:00:00,Train,Euston,Snow,Off-Peak,40,30,31,29,46
14558,2020-07-26 23:00:00,Tram,Wimbledon,Rain,Off-Peak,10,21,2,32,61
14559,2020-07-27 00:00:00,Tram,East Croydon,Fog,Off-Peak,30,3,12,39,43
14560,2020-07-27 01:00:00,Bus,Tottenham Court Road,Fog,Rush Hour,25,-1,16,40,61
14561,2020-07-27 02:00:00,DLR,Poplar,Snow,Rush Hour,25,16,17,2,74
14562,2020-07-27 03:00:00,Bus,Waterloo,Wind,Rush Hour,15,25,50,25,56
14563,2020-07-27 04:00:00,Tram,Beckenham Junction,Wind,Off-Peak,15,-3,16,37,79
14564,2020-07-27 05:00:00,Bus,Liverpool Street,Rain,Off-Peak,15,24,47,40,59
14565,2020-07-27 06:00:00,Train,Victoria,Snow,Off-Peak,30,15,15,33,48
14566,2020-07-27 07:00:00,DLR,Shadwell,Wind,Off-Peak,10,29,21,2,40
14567,2020-07-27 08:00:00,Tram,Elmers End,Rain,Off-Peak,20,0,24,13,88
14568,2020-07-27 09:00:00,No Service,Victoria,Clear,Off-Peak,0,22,0,13,62
14570,2020-07-27 10:00:00,No Service,Lewisham,Snow,Off-Peak,15,26,26,16,74
14571,2020-07-27 11:00:00,No Service,Poplar,Snow,Off-Peak,15,31,13,14,85
14572,2020-07-27 12:00:00,No Service,Waterloo,Clear,Off-Peak,0,19,27,11,67
14573,2020-07-27 13:00:00,Tube,Piccadilly Circus,Ice,Off-Peak,25,26,46,38,98
14574,2020-07-27 14:00:00,DLR,Lewisham,Ice,Off-Peak,35,29,35,40,53
14575,2020-07-27 15:00:00,Tram,Wimbledon,Ice,Rush Hour,50,16,42,29,97
14576,2020-07-27 16:00:00,Bus,Waterloo,Fog,Rush Hour,25,18,49,6,83
14577,2020-07-27 17:00:00,Train,Euston,Clear,Rush Hour,10,33,31,34,61
14578,2020-07-27 18:00:00,Tube,Kings Cross St Pancras,Rain,Off-Peak,15,24,28,30,67
14579,2020-07-27 19:00:00,DLR,Canary Wharf,Ice,Off-Peak,35,26,16,39,98
14580,2020-07-27 20:00:00,Bus,Tottenham Court Road,Snow,Off-Peak,30,25,27,36,86
14581,2020-07-27 21:00:00,Tram,Wimbledon,Rain,Off-Peak,20,17,40,13,43
14582,2020-07-27 22:00:00,Train,King's Cross,Ice,Off-Peak,30,34,20,27,74
14583,2020-07-27 23:00:00,DLR,Poplar,Rain,Off-Peak,15,27,23,11,79
14584,2020-07-28 00:00:00,Tube,Piccadilly Circus,Wind,Rush Hour,30,19,45,40,45
14585,2020-07-28 01:00:00,Bus,Tottenham Court Road,Ice,Rush Hour,35,30,34,5,56
14586,2020-07-28 02:00:00,Train,Paddington,Snow,Rush Hour,30,18,19,3,77
14587,2020-07-28 03:00:00,Tube,Oxford Circus,Snow,Off-Peak,20,25,21,32,87
14588,2020-07-28 04:00:00,Tram,New Addington,Rain,Off-Peak,20,33,3,4,73
14589,2020-07-28 05:00:00,Tram,East Croydon,Snow,Off-Peak,25,7,15,8,80
14590,2020-07-28 06:00:00,Tram,Addiscombe,Ice,Off-Peak,40,4,20,38,71
14592,2020-07-28 07:00:00,No Service,Green Park,Clear,Off-Peak,10,17,43,17,70
14593,2020-07-28 08:00:00,No Service,Poplar,Ice,Off-Peak,25,12,20,31,53
14594,2020-07-28 09:00:00,No Service,Wimbledon,Rain,Off-Peak,10,26,39,30,84
14596,2020-07-28 10:00:00,No Service,Shadwell,Snow,Off-Peak,25,27,40,33,52
14597,2020-07-28 11:00:00,DLR,Tower Gateway,Rain,Off-Peak,5,30,10,39,88
14598,2020-07-28 12:00:00,Tube,Kings Cross St Pancras,Wind,Off-Peak,20,22,36,26,78
14599,2020-07-28 13:00:00,Tram,Addiscombe,Rain,Rush Hour,10,10,43,36,42
14600,2020-07-28 14:00:00,Train,Clapham Junction,Clear,Rush Hour,10,10,21,36,60
14601,2020-07-28 15:00:00,Tram,East Croydon,Fog,Rush Hour,40,12,19,38,52
14602,2020-07-28 16:00:00,Bus,Victoria,Rain,Off-Peak,15,2,1,12,50
14603,2020-07-28 17:00:00,Tube,Piccadilly Circus,Rain,Off-Peak,5,10,42,3,99
14604,2020-07-28 18:00:00,Train,Waterloo,Ice,Off-Peak,40,5,10,8,74
14605,2020-07-28 19:00:00,DLR,Tower Gateway,Fog,Off-Peak,20,0,20,7,89
14606,2020-07-28 20:00:00,Tram,Elmers End,Wind,Off-Peak,25,-5,32,5,43
14607,2020-07-28 21:00:00,Tram,New Addington,Fog,Off-Peak,30,6,48,32,51
14608,2020-07-28 22:00:00,Tram,South Wimbledon,Ice,Rush Hour,40,32,16,5,87
14609,2020-07-28 23:00:00,Tube,Green Park,Fog,Rush Hour,50,22,35,16,79
14610,2020-07-29 00:00:00,DLR,Bank,Fog,Rush Hour,30,11,13,36,86
14611,2020-07-29 01:00:00,Train,Paddington,Clear,Off-Peak,10,-5,36,12,54
14612,2020-07-29 02:00:00,Train,London Bridge,Wind,Off-Peak,10,26,30,21,55
14613,2020-07-29 03:00:00,Tube,Leicester Square,Rain,Off-Peak,15,2,3,18,87
14614,2020-07-29 04:00:00,Train,London Bridge,Wind,Off-Peak,20,34,5,27,78
14615,2020-07-29 05:00:00,Bus,King's Cross,Clear,Off-Peak,0,18,49,24,85
14617,2020-07-29 06:00:00,No Service,Tottenham Court Road,Wind,Off-Peak,25,4,20,7,47
14619,2020-07-29 07:00:00,No Service,Tottenham Court Road,Ice,Off-Peak,35,33,12,31,89
14620,2020-07-29 08:00:00,No Service,Lewisham,Rain,Off-Peak,15,33,37,10,80
14621,2020-07-29 09:00:00,Train,Clapham Junction,Fog,Off-Peak,25,4,14,37,43
14622,2020-07-29 10:00:00,DLR,Poplar,Fog,Off-Peak,20,30,4,17,59
14623,2020-07-29 11:00:00,Tube,Leicester Square,Fog,Rush Hour,40,19,37,26,47
14624,2020-07-29 12:00:00,Train,King's Cross,Clear,Rush Hour,10,4,23,37,64
14625,2020-07-29 13:00:00,Tram,East Croydon,Rain,Rush Hour,20,13,17,36,89
14626,2020-07-29 14:00:00,Tram,Elmers End,Snow,Off-Peak,25,9,28,35,43
14627,2020-07-29 15:00:00,Tram,New Addington,Wind,Off-Peak,15,10,31,40,86
14628,2020-07-29 16:00:00,Tube,Oxford Circus,Ice,Off-Peak,35,-4,6,33,72
14629,2020-07-29 17:00:00,Train,London Bridge,Ice,Off-Peak,30,23,29,14,97
14630,2020-07-29 18:00:00,Tube,Waterloo,Clear,Off-Peak,10,-2,37,12,65
14631,2020-07-29 19:00:00,Bus,Victoria,Rain,Off-Peak,5,23,25,26,44
14632,2020-07-29 20:00:00,DLR,Stratford,Snow,Rush Hour,15,25,7,18,67
14633,2020-07-29 21:00:00,Train,Euston,Fog,Rush Hour,25,11,24,35,43
14634,2020-07-29 22:00:00,Train,Waterloo,Snow,Rush Hour,40,4,29,12,72
14635,2020-07-29 23:00:00,Bus,Waterloo,Clear,Off-Peak,10,21,23,6,80
14636,2020-07-30 00:00:00,Bus,Victoria,Rain,Off-Peak,15,9,29,0,100
14637,2020-07-30 01:00:00,Tube,Piccadilly Circus,Ice,Off-Peak,25,25,4,40,63
14638,2020-07-30 02:00:00,Tube,Baker Street,Ice,Off-Peak,35,15,3,20,72
14639,2020-07-30 03:00:00,DLR,Bank,Clear,Off-Peak,10,20,50,15,84
14640,2020-07-30 04:00:00,No Service,Kings Cross St Pancras,Clear,Off-Peak,0,32,41,28,85
14641,2020-07-30 05:00:00,No Service,Poplar,Rain,Off-Peak,5,30,8,23,66
14643,2020-07-30 06:00:00,No Service,Leicester Square,Fog,Off-Peak,50,11,32,18,68
14644,2020-07-30 07:00:00,No Service,South Wimbledon,Clear,Off-Peak,0,-3,50,26,42
14645,2020-07-30 08:00:00,DLR,Canary Wharf,Snow,Off-Peak,25,8,28,0,69
14646,2020-07-30 09:00:00,Tube,Waterloo,Wind,Off-Peak,20,7,30,26,76
14647,2020-07-30 10:00:00,Train,Victoria,Wind,Rush Hour,20,21,43,13,50
14648,2020-07-30 11:00:00,Bus,Soho,Rain,Rush Hour,5,-5,18,10,67
14649,2020-07-30 12:00:00,DLR,Bank,Rain,Rush Hour,5,11,44,22,94
14650,2020-07-30 13:00:00,Bus,Liverpool Street,Clear,Off-Peak,10,28,46,19,92
14651,2020-07-30 14:00:00,Train,London Bridge,Clear,Off-Peak,0,8,1,25,95
14652,2020-07-30 15:00:00,Train,Waterloo,Rain,Off-Peak,15,11,19,17,41
14653,2020-07-30 16:00:00,Tube,Oxford Circus,Rain,Off-Peak,15,-3,11,35,62
14654,2020-07-30 17:00:00,Tram,East Croydon,Snow,Off-Peak,25,28,49,29,76
14655,2020-07-30 18:00:00,Tram,Elmers End,Snow,Off-Peak,35,34,20,3,48
14656,2020-07-30 19:00:00,Train,Victoria,Fog,Rush Hour,25,19,30,18,95
14657,2020-07-30 20:00:00,Bus,Oxford Circus,Ice,Rush Hour,45,-4,35,4,70
14658,2020-07-30 21:00:00,Tram,East Croydon,Snow,Rush Hour,35,28,19,1,51
14659,2020-07-30 22:00:00,DLR,Tower Gateway,Fog,Off-Peak,20,20,43,9,47
14660,2020-07-30 23:00:00,Bus,Liverpool Street,Fog,Off-Peak,25,25,19,10,51
14661,2020-07-31 00:00:00,Tram,East Croydon,Rain,Off-Peak,20,3,44,21,40
14662,2020-07-31 01:00:00,Bus,Liverpool Street,Snow,Off-Peak,30,24,35,7,87
14663,2020-07-31 02:00:00,Train,Waterloo,Rain,Off-Peak,15,14,45,2,88
14664,2020-07-31 03:00:00,No Service,Elmers End,Snow,Off-Peak,35,15,17,40,86
14665,2020-07-31 04:00:00,No Service,Stratford,Ice,Off-Peak,25,23,5,39,50
14666,2020-07-31 05:00:00,No Service,Victoria,Ice,Off-Peak,45,19,32,17,43
14667,2020-07-31 06:00:00,No Service,Beckenham Junction,Wind,Off-Peak,25,32,9,21,53
14668,2020-07-31 07:00:00,No Service,Kings Cross St Pancras,Fog,Off-Peak,40,19,17,10,70
14669,2020-07-31 08:00:00,DLR,Canary Wharf,Clear,Off-Peak,0,3,50,1,42
14670,2020-07-31 09:00:00,Bus,Soho,Snow,Off-Peak,20,33,33,21,75
14671,2020-07-31 10:00:00,DLR,Tower Gateway,Wind,Rush Hour,20,20,14,40,45
14672,2020-07-31 11:00:00,Tram,Wimbledon,Snow,Rush Hour,25,31,2,14,73
14673,2020-07-31 12:00:00,Bus,Oxford Circus,Fog,Rush Hour,35,10,7,7,91
14674,2020-07-31 13:00:00,DLR,Tower Gateway,Fog,Off-Peak,20,31,50,18,59
14675,2020-07-31 14:00:00,Train,Clapham Junction,Ice,Off-Peak,30,6,10,8,78
14676,2020-07-31 15:00:00,Tram,Addiscombe,Fog,Off-Peak,40,18,45,4,70
14677,2020-07-31 16:00:00,Train,King's Cross,Ice,Off-Peak,40,20,31,7,73
14678,2020-07-31 17:00:00,Tram,Beckenham Junction,Rain,Off-Peak,20,14,47,32,62
14679,2020-07-31 18:00:00,Tube,Oxford Circus,Clear,Off-Peak,10,3,41,14,81
14680,2020-07-31 19:00:00,Tube,Waterloo,Fog,Rush Hour,40,17,16,14,87
14681,2020-07-31 20:00:00,Tube,Kings Cross St Pancras,Ice,Rush Hour,35,33,46,40,95
14682,2020-07-31 21:00:00,Bus,Oxford Circus,Snow,Rush Hour,30,23,29,6,57
14683,2020-07-31 22:00:00,Bus,Soho,Rain,Off-Peak,5,25,42,20,53
14684,2020-07-31 23:00:00,Tram,Beckenham Junction,Clear,Off-Peak,10,13,7,25,79
14685,2020-08-01 00:00:00,Tram,Addiscombe,Ice,Off-Peak,50,14,39,0,97
14686,2020-08-01 01:00:00,Bus,Liverpool Street,Fog,Off-Peak,35,17,6,25,60
14687,2020-08-01 02:00:00,DLR,Lewisham,Clear,Off-Peak,0,21,19,25,68
14688,2020-08-01 03:00:00,No Service,Kings Cross St Pancras,Clear,Off-Peak,0,24,11,27,91
14689,2020-08-01 04:00:00,No Service,Bank,Clear,Off-Peak,10,15,20,8,44
14690,2020-08-01 05:00:00,No Service,Tower Gateway,Fog,Off-Peak,20,29,27,25,97
14691,2020-08-01 06:00:00,No Service,Bank,Clear,Off-Peak,0,1,27,12,57
14692,2020-08-01 07:00:00,No Service,Soho,Clear,Off-Peak,10,16,15,4,45
14693,2020-08-01 08:00:00,Tram,Beckenham Junction,Wind,Off-Peak,15,4,47,17,60
14694,2020-08-01 09:00:00,Tube,Kings Cross St Pancras,Ice,Off-Peak,35,17,9,22,76
14695,2020-08-01 10:00:00,Train,Victoria,Rain,Rush Hour,5,9,21,27,95
14696,2020-08-01 11:00:00,Bus,Liverpool Street,Snow,Rush Hour,30,24,6,36,92
14697,2020-08-01 12:00:00,Tram,East Croydon,Wind,Rush Hour,25,28,3,4,44
14698,2020-08-01 13:00:00,Tube,Baker Street,Fog,Off-Peak,50,7,23,26,48
14699,2020-08-01 14:00:00,Train,Paddington,Wind,Off-Peak,10,-2,33,19,94
14700,2020-08-01 15:00:00,Tram,Beckenham Junction,Snow,Off-Peak,25,12,40,35,96
14701,2020-08-01 16:00:00,Train,Paddington,Wind,Off-Peak,10,17,46,36,99
14702,2020-08-01 17:00:00,Bus,Waterloo,Wind,Off-Peak,15,27,13,33,95
14703,2020-08-01 18:00:00,Train,Victoria,Wind,Off-Peak,10,28,43,13,71
14704,2020-08-01 19:00:00,Tram,New Addington,Rain,Rush Hour,20,28,48,5,76
14705,2020-08-01 20:00:00,Bus,Victoria,Ice,Rush Hour,35,30,16,26,86
14706,2020-08-01 21:00:00,DLR,Tower Gateway,Wind,Rush Hour,10,29,44,1,64
14707,2020-08-01 22:00:00,Tube,Green Park,Snow,Off-Peak,10,11,7,8,61
14708,2020-08-01 23:00:00,Tram,South Wimbledon,Fog,Off-Peak,40,22,41,10,96
14709,2020-08-02 00:00:00,DLR,Bank,Fog,Off-Peak,20,8,12,4,43
14710,2020-08-02 01:00:00,Tube,Baker Street,Snow,Off-Peak,10,28,6,10,78
14711,2020-08-02 02:00:00,Tram,Wimbledon,Ice,Off-Peak,50,5,2,2,64
14712,2020-08-02 03:00:00,No Service,Oxford Circus,Snow,Off-Peak,20,7,23,25,100
14713,2020-08-02 04:00:00,No Service,Oxford Circus,Snow,Off-Peak,20,27,46,13,51
14714,2020-08-02 05:00:00,No Service,Waterloo,Rain,Off-Peak,5,-4,23,8,70
14715,2020-08-02 06:00:00,No Service,Liverpool Street,Wind,Off-Peak,25,28,6,18,99
14716,2020-08-02 07:00:00,No Service,Oxford Circus,Clear,Off-Peak,10,23,29,16,83
14717,2020-08-02 08:00:00,Bus,Soho,Rain,Off-Peak,5,31,4,23,89
14718,2020-08-02 09:00:00,Bus,Tottenham Court Road,Ice,Off-Peak,45,-2,39,13,40
14719,2020-08-02 10:00:00,Tram,New Addington,Wind,Rush Hour,15,6,20,9,61
14720,2020-08-02 11:00:00,Tube,Baker Street,Fog,Rush Hour,40,20,48,6,75
14721,2020-08-02 12:00:00,DLR,Bank,Ice,Rush Hour,25,22,7,12,72
14722,2020-08-02 13:00:00,Train,Euston,Fog,Off-Peak,15,-3,6,34,81
14723,2020-08-02 14:00:00,Tube,Kings Cross St Pancras,Rain,Off-Peak,15,14,38,30,62
14724,2020-08-02 15:00:00,Bus,Tottenham Court Road,Fog,Off-Peak,25,4,1,37,73
14725,2020-08-02 16:00:00,Bus,Soho,Clear,Off-Peak,10,12,42,36,83
14726,2020-08-02 17:00:00,Train,Victoria,Fog,Off-Peak,15,21,11,28,59
14727,2020-08-02 18:00:00,Tube,Oxford Circus,Rain,Off-Peak,15,25,27,5,100
14728,2020-08-02 19:00:00,Bus,Oxford Circus,Ice,Rush Hour,35,21,43,7,71
14729,2020-08-02 20:00:00,DLR,Shadwell,Wind,Rush Hour,10,-5,18,24,45
14730,2020-08-02 21:00:00,Bus,Tottenham Court Road,Ice,Rush Hour,45,0,27,4,61
14731,2020-08-02 22:00:00,Tube,Green Park,Ice,Off-Peak,35,5,34,9,51
14732,2020-08-02 23:00:00,Tube,Kings Cross St Pancras,Wind,Off-Peak,30,28,11,22,62
14733,2020-08-03 00:00:00,Train,London Bridge,Fog,Off-Peak,25,33,27,0,95
14734,2020-08-03 01:00:00,Train,Euston,Snow,Off-Peak,40,14,25,12,74
14735,2020-08-03 02:00:00,Train,Euston,Fog,Off-Peak,25,15,37,36,88
14736,2020-08-03 03:00:00,No Service,New Addington,Fog,Off-Peak,40,15,5,25,53
14737,2020-08-03 04:00:00,No Service,Beckenham Junction,Fog,Off-Peak,30,12,18,18,51
14738,2020-08-03 05:00:00,No Service,Poplar,Rain,Off-Peak,5,15,26,25,87
14739,2020-08-03 06:00:00,No Service,Wimbledon,Rain,Off-Peak,10,13,8,1,69
14740,2020-08-03 07:00:00,No Service,South Wimbledon,Snow,Off-Peak,35,-2,40,40,61
14742,2020-08-03 08:00:00,DLR,Lewisham,Wind,Off-Peak,10,7,49,18,55
14744,2020-08-03 09:00:00,Bus,Victoria,Clear,Rush Hour,10,12,9,11,61
14745,2020-08-03 10:00:00,Tram,Beckenham Junction,Ice,Rush Hour,50,23,9,34,68
14746,2020-08-03 11:00:00,Tube,Kings Cross St Pancras,Fog,Off-Peak,50,19,32,31,85
14747,2020-08-03 12:00:00,Tube,Green Park,Rain,Off-Peak,15,7,17,12,81
14748,2020-08-03 13:00:00,DLR,Tower Gateway,Snow,Off-Peak,15,21,9,35,46
14749,2020-08-03 14:00:00,Tube,Oxford Circus,Clear,Off-Peak,10,13,6,0,54
14750,2020-08-03 15:00:00,DLR,Poplar,Wind,Off-Peak,10,-5,39,32,41
14751,2020-08-03 16:00:00,Train,Victoria,Ice,Off-Peak,40,32,31,3,61
14752,2020-08-03 17:00:00,Tram,East Croydon,Wind,Rush Hour,15,13,42,1,54
14753,2020-08-03 18:00:00,Tube,Leicester Square,Snow,Rush Hour,20,-5,5,7,58
14754,2020-08-03 19:00:00,Tram,Beckenham Junction,Wind,Rush Hour,15,34,18,15,99
14755,2020-08-03 20:00:00,Tram,New Addington,Fog,Off-Peak,30,11,40,21,66
14756,2020-08-03 21:00:00,Tram,Beckenham Junction,Wind,Off-Peak,25,15,42,9,62
14757,2020-08-03 22:00:00,Tube,Leicester Square,Ice,Off-Peak,35,16,33,8,69
14758,2020-08-03 23:00:00,Tube,Piccadilly Circus,Fog,Off-Peak,50,9,42,6,92
14759,2020-08-04 00:00:00,Tram,Addiscombe,Snow,Off-Peak,35,33,4,39,64
14760,2020-08-04 01:00:00,No Service,Baker Street,Clear,Off-Peak,10,33,18,16,79
14761,2020-08-04 02:00:00,No Service,Wimbledon,Rain,Off-Peak,20,26,48,29,60
14762,2020-08-04 03:00:00,No Service,Liverpool Street,Clear,Off-Peak,0,-2,49,10,66
14763,2020-08-04 04:00:00,No Service,Beckenham Junction,Wind,Off-Peak,25,26,13,14,58
14764,2020-08-04 05:00:00,No Service,Green Park,Clear,Off-Peak,10,-2,9,6,65
14765,2020-08-04 06:00:00,DLR,Tower Gateway,Wind,Off-Peak,20,-5,48,2,100
14766,2020-08-04 07:00:00,Tube,Leicester Square,Clear,Off-Peak,10,27,10,22,88
14767,2020-08-04 08:00:00,Bus,Tottenham Court Road,Wind,Rush Hour,15,1,30,26,97
14768,2020-08-04 09:00:00,Tube,Leicester Square,Fog,Rush Hour,40,3,1,29,72
14769,2020-08-04 10:00:00,Train,Euston,Rain,Rush Hour,15,-5,9,15,75
14770,2020-08-04 11:00:00,Bus,Tottenham Court Road,Wind,Off-Peak,25,10,20,13,42
14771,2020-08-04 12:00:00,Train,London Bridge,Clear,Off-Peak,0,12,0,21,78
14772,2020-08-04 13:00:00,Train,Euston,Snow,Off-Peak,30,0,45,19,64
14773,2020-08-04 14:00:00,DLR,Bank,Wind,Off-Peak,20,-4,30,9,52
14774,2020-08-04 15:00:00,Tram,East Croydon,Snow,Off-Peak,25,3,10,28,53
14775,2020-08-04 16:00:00,Bus,King's Cross,Fog,Off-Peak,35,-2,42,3,79
14776,2020-08-04 17:00:00,Bus,Waterloo,Ice,Rush Hour,45,17,9,30,49
14777,2020-08-04 18:00:00,DLR,Stratford,Wind,Rush Hour,20,2,19,13,94
14778,2020-08-04 19:00:00,Tram,Addiscombe,Clear,Rush Hour,0,33,20,4,63
14779,2020-08-04 20:00:00,DLR,Lewisham,Rain,Off-Peak,5,19,36,37,95
14780,2020-08-04 21:00:00,Train,Paddington,Clear,Off-Peak,0,10,36,3,82
14781,2020-08-04 22:00:00,Tram,South Wimbledon,Rain,Off-Peak,10,29,13,10,89
14782,2020-08-04 23:00:00,Tube,Leicester Square,Rain,Off-Peak,15,11,4,24,75
14783,2020-08-05 00:00:00,Tube,Leicester Square,Fog,Off-Peak,40,12,5,11,61
14785,2020-08-05 01:00:00,No Service,Waterloo,Clear,Off-Peak,0,21,23,30,73
14786,2020-08-05 02:00:00,No Service,Tottenham Court Road,Wind,Off-Peak,25,9,15,10,53
14787,2020-08-05 03:00:00,No Service,Liverpool Street,Wind,Off-Peak,25,11,22,38,48
14788,2020-08-05 04:00:00,No Service,Lewisham,Snow,Off-Peak,25,-1,46,31,97
14789,2020-08-05 05:00:00,Bus,King's Cross,Wind,Off-Peak,25,10,37,10,89
14790,2020-08-05 06:00:00,Tube,Leicester Square,Rain,Off-Peak,15,9,15,6,51
14791,2020-08-05 07:00:00,Bus,Oxford Circus,Rain,Rush Hour,5,28,50,1,61
14792,2020-08-05 08:00:00,Tube,Leicester Square,Fog,Rush Hour,50,13,12,0,72
14793,2020-08-05 09:00:00,Tube,Oxford Circus,Fog,Rush Hour,50,2,50,24,57
14794,2020-08-05 10:00:00,DLR,Lewisham,Snow,Off-Peak,15,4,44,8,95
14795,2020-08-05 11:00:00,Tram,Wimbledon,Fog,Off-Peak,30,-1,7,35,70
14796,2020-08-05 12:00:00,DLR,Shadwell,Fog,Off-Peak,30,20,37,28,51
14797,2020-08-05 13:00:00,Tram,Elmers End,Fog,Off-Peak,30,16,31,9,77
14798,2020-08-05 14:00:00,Train,Waterloo,Snow,Off-Peak,30,17,21,26,73
14799,2020-08-05 15:00:00,Tube,Waterloo,Rain,Off-Peak,5,7,16,18,54
14800,2020-08-05 16:00:00,DLR,Lewisham,Rain,Rush Hour,5,3,4,18,79
14801,2020-08-05 17:00:00,DLR,Canary Wharf,Wind,Rush Hour,20,14,7,19,40
14802,2020-08-05 18:00:00,Tram,Wimbledon,Rain,Rush Hour,20,22,49,28,92
14803,2020-08-05 19:00:00,Train,Paddington,Fog,Off-Peak,15,31,29,2,70
14804,2020-08-05 20:00:00,Tube,Oxford Circus,Ice,Off-Peak,25,18,18,21,49
14805,2020-08-05 21:00:00,Bus,King's Cross,Wind,Off-Peak,25,27,11,21,73
14806,2020-08-05 22:00:00,DLR,Lewisham,Snow,Off-Peak,15,14,24,28,87
14807,2020-08-05 23:00:00,Tram,Addiscombe,Snow,Off-Peak,25,24,43,22,76
14808,2020-08-06 00:00:00,No Service,South Wimbledon,Ice,Off-Peak,50,3,12,39,52
14809,2020-08-06 01:00:00,No Service,East Croydon,Clear,Off-Peak,10,11,3,25,77
14810,2020-08-06 02:00:00,No Service,Green Park,Snow,Off-Peak,20,30,9,21,84
14811,2020-08-06 03:00:00,No Service,Waterloo,Wind,Off-Peak,15,8,47,37,49
14812,2020-08-06 04:00:00,No Service,Beckenham Junction,Clear,Off-Peak,0,13,27,8,86
14813,2020-08-06 05:00:00,Train,Victoria,Clear,Off-Peak,10,1,4,20,61
14814,2020-08-06 06:00:00,DLR,Bank,Clear,Off-Peak,0,-3,27,35,100
14815,2020-08-06 07:00:00,Tram,South Wimbledon,Snow,Rush Hour,35,27,43,35,77
14816,2020-08-06 08:00:00,Tram,New Addington,Snow,Rush Hour,25,26,30,31,97
14817,2020-08-06 09:00:00,Bus,Oxford Circus,Rain,Rush Hour,5,5,15,31,65
14818,2020-08-06 10:00:00,Tram,Beckenham Junction,Ice,Off-Peak,40,-4,22,33,50
14819,2020-08-06 11:00:00,Tram,South Wimbledon,Clear,Off-Peak,10,20,28,22,88
14820,2020-08-06 12:00:00,DLR,Tower Gateway,Ice,Off-Peak,35,-2,46,25,72
14821,2020-08-06 13:00:00,Train,Euston,Fog,Off-Peak,25,11,20,15,49
14822,2020-08-06 14:00:00,Bus,Soho,Fog,Off-Peak,25,11,1,37,70
14823,2020-08-06 15:00:00,Bus,Tottenham Court Road,Wind,Off-Peak,25,22,22,2,60
14824,2020-08-06 16:00:00,Bus,Soho,Snow,Rush Hour,30,24,15,1,85
14825,2020-08-06 17:00:00,Train,Waterloo,Rain,Rush Hour,5,34,10,35,73
14826,2020-08-06 18:00:00,Train,Clapham Junction,Snow,Rush Hour,40,17,8,8,64
14827,2020-08-06 19:00:00,Bus,Waterloo,Rain,Off-Peak,15,18,1,27,48
14828,2020-08-06 20:00:00,Bus,Soho,Wind,Off-Peak,25,23,17,23,99
14829,2020-08-06 21:00:00,DLR,Poplar,Clear,Off-Peak,10,-2,12,27,57
14830,2020-08-06 22:00:00,Tube,Leicester Square,Clear,Off-Peak,10,32,44,6,69
